id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post,pred_sem_instrucao,erro_sem_instrucao,pred_instrucao_manual,erro_instrucao_manual,pred_instrucao_automatica,erro_instrucao_automatica
6230,O melhor presidente do mundo volta presidente 💚💛🇧🇷🇧🇷,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
1388,"Esse terrorista é problemático e não sabe o que diz,mas, faz merda que é um campeão.Nojento....",1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
6402,Meu Presidente Luiz Inácio da Silva sempre certo bjs,0,0,0,0,https://www.instagram.com/p/C5QuPgVxEbq/,Gleisi Hoffmann,0,False,0,False,0,False
481,Mas gente vamos deixar! Haddad já foi contemplado! Agora o resto da esquerda vai em cana! Eles vivem de publicar Fake News!,1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,1,False,1,False,1,False
6297,Vamos lá @_pedrolucasfernandes como meu representante .. votei em vc .. hora de retribuir a gentileza,0,0,0,0,https://www.instagram.com/p/C5gu6hzuUyx/,Carla Zambelli,0,False,0,False,0,False
6239,Família que ainda vai dar muitas alegrias,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
3873,"Deus, tenha piedade da argentina",0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,0,False
5252,Vc fez por merecer!!!,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad,0,False,0,False,1,True
6871,Parabéns pela escolha presidente Lula 👏👏👏👏,0,0,0,0,https://www.instagram.com/p/Cs9puu5gjnW/,Joice Hasselmann,0,False,0,False,0,False
5732,"👏👏👏👏👏👏👏essa mulher é uma grande guerreira, que Deus te livre e te guarde dona Benedita 👏👏👏👏👏😍😍",0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,0,False,0,False,0,False
284,"Os inteligente na pista kkkk o que mais que a galera sabe me contam eu não sabia dessa será que sou burra, a não eu não estava lá na guerra opis",1,0,1,1,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,1,False,1,False,1,False
1293,que horror! cadeia é pouco pra esse canalha!,1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,1,False,1,False,1,False
1381,Abatam esse verme!,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,0,True,1,False
5477,Ae é uma verdade!!!!!!,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
1627,Vagabundos como esse que o Brasil não precisa,1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila,1,False,1,False,1,False
659,"Falou e falou e não falou nada, só vejo ódio na vida dela. nada vê essa menina 😂😂😂😂😂😂",0,1,1,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,1,False,1,False,1,False
1482,Esse 💩tem que provar é a sua inocência (não tem como provar) e não atacar o Moro.,1,1,0,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,True,0,True,1,False
5118,"Nossa ela é linda, maravilhosa 😍😍",0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,0,False,0,False,0,False
561,Como assim derruba?? A palavra final tinha q ser do presidente nao é?! Affff... assim fica dificil...causando cada vez mais furia nos cidadãos. Prender todos esses corruptos do stf urgente,1,0,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,1,False,1,False,1,False
2409,"Deplorável, absurdo total. Ele vai ter q ser cassado, eu tô sem direção, perdi meu norte se esse lixo continuar no parlamento 🙏",1,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann,1,False,1,False,1,False
3003,"Isso caso intervecao militar mesmo, se o bolsonaro nao fechar o congresso e o supremo os militares vao e prender tambem.",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
2031,Esse sujeito é filho do Satanás.,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
6176,Vamos à luta todas juntas e misturadas ❤️❤️❤️❤️❤️,0,0,0,0,https://www.instagram.com/p/C4QI4HHgfJJ/,Manuela d'Ávila,0,False,0,False,0,False
6540,MANÚ NÓS BRASILEIROS AMAMOS VOCÊ E TUDO QUE VOCÊ FAZ .❤️❤️❤️,0,0,0,0,https://www.instagram.com/p/CzoNkn1MX4n/,Manuela d'Ávila,0,False,0,False,0,False
3611,Tenho orgulho dos colégios militares . Moro em Manaus . Meu filho estudou no Colégio Militar quando tinha 11 anos . Hoje ele é um homem de valores e princípios . Minha neta tá se formando tem no Colégio Militar e ama a escola . Com mto orgulho ! 👏👏👏👏👏💚💛,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
6800,"O ministro do Trabalho e Emprego, Luiz Marinho, se autonomeou para o Conselho Fiscal do Serviço Social do Comércio (Sesc), no lugar do Gilberto Carvalho, ex-ministro no governo de Dilma Rousseff. O salário pode chegar a R$ 28,6 mil se ele comparecer a todas as reuniões, e é cumulativo ao salário de ministro. Por cada participação em uma das seis reuniões mensais do Conselho, Marinho receberá R$ 4,7 mil.",0,0,0,0,https://www.instagram.com/p/Ct1XjosLklB,Fernando Haddad,0,False,0,False,1,True
4657,"Quem está na frente de tudo é Deus, e agindo Deus Quem impedirá!!🙏",0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,False,0,False,0,False
1201,E os diretos morais? Processe os canalhas!,1,0,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli,1,False,1,False,1,False
235,Ah tá com pena? Devolve o dinheiro do 🇧🇷,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,0,True,0,True,0,True
50,Porca asquerosa🤮🤮🤮,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
5470,Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,0,0,1,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,1,True,1,True,1,True
875,"Isso está ficando ridículo, estes jornalistas não tem vergonha? Afff.🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",0,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
3880,"👏👏 não é mas novidade essas frases , entretanto não podemos desistir....resistência, persistência....🙌",0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,0,False
5402,Onde vamos parar?,0,0,0,0,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,0,False,0,False,0,False
6750,Chic esses filhos do mito 👏👏,0,0,0,0,https://www.instagram.com/p/C4DSASyLxeO/,Eduardo Bolsonaro,0,False,0,False,0,False
5028,Vamos pra frente Brasil👏👏👏,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
6432,Parabéns presidente 🇧🇷🇧🇷🇧🇷🇧🇷 que Deus o abençoe sempre 🙏🙏🙏🙏 o Sr e sua família.,0,0,0,0,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro,0,False,0,False,0,False
2079,Só os trabalhadores burros e idiotas são a favor dele,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
1789,"Desculpem as pessoas de bem pois o resto não me importa, minhas fezes valem mais que os dois juntos.",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,0,True,1,False,0,True
4872,Cheio de Moral ao Lado do companheiro Paulo Freire,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,1,True
4190,Seria lindo todo mundo unido em 2022,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,0,False
2039,Desgraçado fdp,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
3838,Como um presidente faz esse tipo de comentário? Depreciando um estado 🤦🏼‍♀️,0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,1,True,1,True
5288,Parabéns querido Haddad.👏😍,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad,0,False,0,False,0,False
4653,Verás que o filho teu não foge à luta....,0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,0,False,0,False,0,False
2439,"Parabens ministro Fschin, se o sr pudesse mandar logo esse lulopetista logo para o presidio, seria muito bom mesmo",1,1,1,1,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann,1,False,1,False,1,False
1827,Pepa Pig ou Pinguço?,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,False,1,False,0,True
5001,"Com Deus no comando sempre, tudo vai bem. 👏👏👏👏👏👏",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
4271,"A repórter com Leda Nagle sempre teve as melhores reportagem. Depois que a tiraram o programa sem censura não conseguimos mais ter uma entrevista de classe. Carisma, respeito, conhecimento... Parabéns!",0,0,0,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,0,False,0,False,0,False
6082,Ele falou tá falado e pronto.,0,0,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,0,False,0,False,0,False
4509,Dois ícones,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad,0,False,0,False,1,True
6619,@gilberttsantos pra quem vive de doação sim meu querido!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad,0,False,0,False,0,False
452,Que dia é o impeachment desse senhor mesmo? Já deu 💩💩💩💩💩💩💩💩💩💩💩💩💩💩,1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,True,0,True,1,False
5586,O mineiro fala um dito popular muito bem aplicado aos filhos do Presidente: Quem fala demais da bom dia a cavalo!,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
6620,@daianeluz7 o amor venceu! Trabalhem por amor!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad,0,False,0,False,0,False
3901,Tem que rir para não chorar...😢😂,0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,1,True,0,False
2100,Fica pra ele comer no caminho do inferno quando morrer,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
3726,Questão de MKT pessoal. Relaxa esse ombro Haddad. Ele só sobre em posição de defesa. Precisa aprender a baixar essa tensão. Entrevista maravilhosa. #lulalivre,0,0,0,0,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad,0,False,0,False,0,False
3126,"Kkkkkkkkkkk querem enfiar viela abaixo que houve negligência do Governo! Mas ignoram de onde veio o óleo, e muito pior ignoram o crime terrorista que ocorreu.",1,0,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
5626,De pleno acordo !,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
4168,Haddad e Ricardo Coutinho!! Melhor governador da Paraíba,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad,0,False,0,False,1,True
3474,Ainda tem gente que apoia esse verme,1,1,1,1,https://www.instagram.com/p/C5RG9JWovk7/,Carla Zambelli,1,False,0,True,1,False
3009,"Esses Ministros abutres do STF, Se julgam acima de tudo e de todos.",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,0,True,1,False,0,True
2963,Esquerda maldita,1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
6327,Eu quero Bolsonaro d volta,0,0,0,0,https://www.instagram.com/p/C5QvpbeuR0C/,Carla Zambelli,0,False,0,False,0,False
451,"Daqui a pouco o povo brasileiro que vai migrar pra outros lugares, migração em massa. Com esse governo ridículo autoritário e idiota.",1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,1,False,1,False,1,False
6847,"Ela é sim, competente, inteligente, mastenho muito estima e respeito muitos outros da direita. Gente maravilhosas! Amo os.",0,0,0,0,https://www.instagram.com/p/C5qRNy_LGoB/?img_index=1,Carla Zambelli,0,False,0,False,0,False
5911,Maravilha parabens,0,0,0,0,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann,0,False,0,False,0,False
2703,"É uma inocente útil ,pirralha vai lutar pela liberdade daquelas meninas ,são obrigadas a casar com 8 anos e morrem arrebentadas cadê a ONU ,Greta ,artistas super star e acabar com a fome na Venezuela ,África ,parem de ser hipócritas ,ela é usada pela esquerda Soros ,acorda Joice",1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,False,1,False,1,False
445,"A esquerda é teimosa, esquece esse lixo. Deixa ele falar, se ninguém ligar pra isso e ser um jeito de achar o Queiroz, logo logo ele cala a boca. Mas vcs ficam dando audiência pra essas idiotices.",1,1,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,1,False,1,False,1,False
1364,"ESSE VERME ENGANA OS JUMENTOS,E MENTE QUANDO CITA A BOLIVIA,POIS LA,É O MESMO POVO DE BEM QUE NÃO AGUENTAVA MAIS O AMIGUINHO DELE FERRANDO COM A NAÇÃO. MAIS UM MOTIVO PARA O POVO BRASILEIRO E O EXEECITO CRIAREM VERGONHA NA CARA E TOMAR-MOS UMA ATITUDE CONTRA ESSES LIXOS.",1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro,1,False,1,False,1,False
906,"Ai5 é meus ovos , entrevista de qualidade de gente sem cérebro🍊🍊🍊🍊🍊🍊🍊🍊",1,1,1,1,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,0,True,0,True,1,False
759,"Sem novidades, lixo sendo lixo.",1,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli,1,False,1,False,1,False
6495,Em julho acaba a esperança. Kkkkk,0,0,0,0,https://www.instagram.com/p/C4J-1kor5gc/,Eduardo Bolsonaro,0,False,0,False,0,False
5050,Estamos crescendo isso se chama avanço. Essa equipe merece ser respeitada,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
2456,"Não aguento mais . Pelo amor de Deus , nesse País os poros dessas pessoas que respira Lula Credo! Chou coisa ruim . Oremos para vê se pensam em coisa sadia 🙏🙏",1,1,0,1,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann,0,True,0,True,0,True
1998,"Será,,Kkkk,,,,vcs mentem tanto mais tanto,,,,,parabéns Bolsonaro senta lenha",0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
3176,Cade os Bolsominions defendendo? Cade a espuma? Kkkkk Silêncio,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
3357,"Está morrendo na política e nao sabe, a cada dia no fundo do poço 😂😂😂",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,1,False,1,False,0,True
4868,Meu presidente sempre elegante.,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
1874,"Que absurdo, essa Joice é uma vergonha.",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,False,1,False,1,False
5071,"Estamos em um grande barco a remo metade 50% rema para frente 25% não rema 25 % rema para trás ,e culpa do Presidente, não, somos nós brasileiros devemos remar ele apenas põe ordem na embarcação ,por favor Brasil temos muitos brasileiros que não fazem nada pra melhorar estamos no mesmo barco ,perde um perde todos ou tô errado?",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,1,True,0,False,1,True
5518,"Os filhos do Bolsonaro tem que ter mais cuidado com o que falam, ainda mais nesse momento.",0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
2205,Nisso vc tem razão . Os filhos do presidente falam muita besteira desnecessária,0,1,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,1,False,1,False,0,True
3076,Eles fazem isso pq o salário deles está garantido no fim do mês. Esses vagabundos estão contra o povo trabalhador. Intervenção militar já no congresso e no STF.,1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
3857,Manu cê é um ícone,0,0,0,0,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila,0,False,0,False,0,False
221,"Por isso que SSA senhora defende o PT, e ela me dá NOJO.",1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
2208,"Sepulcro Caiado, arrumadinha por fora, pois bonita bem de longe e podre por dentro",1,1,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,1,False,1,False,1,False
5155,Que@ sabe as coisas mudam é isso seja natural em tds os aspectos 🙏,0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,0,False,0,False,0,False
1924,Ela está provando do próprio veneno. E vida que anda.,1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli,1,False,1,False,1,False
257,Comunista vagabunda,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli,1,False,1,False,1,False
1688,Bagaceiros no poder🤮,1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila,1,False,1,False,1,False
3634,Quem dera que todos os colégios 🏫 pudessem ser militarizados. 👏👏👏👏👏👏👏👏👏👏👏👏👏,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro,0,False,0,False,0,False
3027,Artigo 142 nestes ratos corruptos STF bandidos safados vagabundos canalhas abutres crápulas do STF derrubar está corte criminosa do Brasil,1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann,1,False,1,False,1,False
4983,👏👏👏👏👏🇧🇷🇧🇷🇧🇷vamos que vamos🙏,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,0,False,0,False,0,False
6243,Meu presidente Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷estamos juntos.,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
5485,Janaína votei em você pra que você ajudasse o governo.,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann,0,False,0,False,0,False
2141,Esse miliciano é uma peste!,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
6563,@prillamendes você disse tudo. Essa é a questão! E agora querem que Lula resolva??,0,0,0,0,https://www.instagram.com/p/CyTgWs3gTCI/,Manuela d'Ávila,0,False,0,False,0,False
4783,Agora estou feliz!,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad,0,False,0,False,0,False
3918,"Querem nos amedrontar, não podemos aceitar isso. Vou continuar postando normalmente.",0,0,0,0,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli,0,False,0,False,0,False
5394,Cumprindo promessas... 👏👏👏,0,0,0,0,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,0,False,0,False,0,False
6397,Parabéns mulher do Brasil,0,0,0,0,https://www.instagram.com/p/C5QuPgVxEbq/,Gleisi Hoffmann,0,False,0,False,0,False
6561,"O AMAZONAS AGONIZA MAIS UMA VEZ, AGORA É QUALIDADE PÉSSIMA DE AR RELACIONADA A FUMAÇA CONSEQUÊNCIA DAS QUEIMADAS PROMOVIDA PELA AÇÃO HUMANA. Os humanos destruindo nosso meio ambiente, os animais que lá habitam e nos sufocando com essa fumaça insuportável",0,0,0,0,https://www.instagram.com/p/CyTgWs3gTCI/,Manuela d'Ávila,0,False,1,True,1,True
5056,"Deixa ver se entendi...se 1/4 está pessimista, 1/4 está neutro como pode a maioria estar otimista? Ora se somarmos pessimistas mais neutros há um empate. Não?kkkkk tá foda em Dudu.",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,1,True,1,True,1,True
6340,E A SOLIDARIEDADE COM A NORA DO LULA????,0,0,0,0,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann,1,True,1,True,1,True
5254,"Parabéns, vc merece 👏👏👏👏",0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad,0,False,0,False,0,False
6240,@macaneirogil vivo num mundo em que as empresas estão voltando ao Brasil,0,0,0,0,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro,0,False,0,False,0,False
4979,A excelente globo mostrou diferente....🙄,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro,1,True,0,False,1,True
4296,Parabéns Leda vc esta fantástica!,0,0,0,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro,0,False,0,False,0,False
5208,"Mais uma terráquea vence o Miss Universo, parabéns!!!",0,1,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila,1,True,1,True,0,False
2041,Isso é um chorume 🤬🤬💩💩💩,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann,1,False,1,False,1,False
2438,Tem que ir para a cadeia!!,1,1,0,1,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann,1,False,1,False,0,True
1105,"Esses heróis da direitas são uns escrotos, doentes e perversos!",1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila,1,False,1,False,1,False
2815,Continua sendo Pirralha só que agora com um título.Ah Ah ah @joicehasselmannoficial,1,1,0,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann,1,False,1,False,0,True
2884,Vcs são bandidos sua pilantra vcs roubaram saquearam o país,1,1,1,1,https://www.instagram.com/tv/B09BRCjB_gV/,Gleisi Hoffmann,1,False,1,False,1,False
4042,Q força e inspiração pra todos nós 👏👏👏👏,0,0,0,0,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila,0,False,0,False,0,False
