modelo,condicao,predicao,label_final,id,comentario,erro
e5_multilingual,sem_instrucao,0,1,195,É outra HIPÓCRITA 😔😔😔,True
e5_multilingual,sem_instrucao,1,0,5762,Um desgaste muito grande para o congresso nacional tem que ser punido severamente.,True
e5_multilingual,sem_instrucao,1,0,4379,O pior é que as pessoas acham graça,True
e5_multilingual,sem_instrucao,1,0,3897,@jairmessiasbolsonaro Deveria fazer procedimento dentário todos os dias,True
e5_multilingual,sem_instrucao,0,1,1445,"Se tiver que lutar pelo futuro dos meus filhos e a melhoria do meu país , eu volto para as forças armadas sem salário e ajudo a combater a esquerdalha. #lulaterroristanacadeia",True
e5_multilingual,sem_instrucao,0,1,305,"@ronaldosnascimento1_ Mas tu é baixo nível, né cara? Dá dó!",True
e5_multilingual,sem_instrucao,1,0,6842,"Na verdade, a maior mensagem que eu tirei da propaganda foi 'tenha cachorros em casa pra espantar a dengue'",True
e5_multilingual,sem_instrucao,0,1,496,"Perde não, Carla. As notícias verdadeiras é que são válidas mesmo. Quem corre risco maior é a esquerda, que inventou muito na eleição.",True
e5_multilingual,sem_instrucao,0,1,2295,"Realmente , seria mais sensato que os filhos do Presidente permanecessem calados!!! 👍",True
e5_multilingual,sem_instrucao,1,0,5973,Nem era pra ter sido preso! #LulaInocente ❤️🇧🇷💚,True
e5_multilingual,sem_instrucao,0,1,2320,"Se arrependimento matasse, eu e todos meus amigos e familiares a quem incentivei que votassem em vc estaríamos mortos!! 🤮",True
e5_multilingual,sem_instrucao,0,1,950,Silvio Santos é a cara do senhor do engenho,True
e5_multilingual,sem_instrucao,1,0,6141,@joaoamgomes Por que os petistas têm tanto medo de investigarem a morte do Celso Daniel?,True
e5_multilingual,sem_instrucao,0,1,3276,"O grupo é grande, com certeza tem mais políticos no meio.",True
e5_multilingual,sem_instrucao,0,1,3237,"O tombo vai ser grande, eu vou aplaudir de pé.",True
e5_multilingual,sem_instrucao,0,1,3146,Kkkkk bem afrontoso👏👏👏👏👏👏🙌,True
e5_multilingual,sem_instrucao,0,1,778,coisa nojenta sim,True
e5_multilingual,sem_instrucao,1,0,5391,Deveria recolher impostos em quem votou nele !,True
e5_multilingual,sem_instrucao,0,1,994,E essas mulheres rindo????? Credo,True
e5_multilingual,sem_instrucao,0,1,2087,Aí seus otario bonsoniho,True
e5_multilingual,sem_instrucao,0,1,597,Deputada! Temos que ir pra cima dessa corja.,True
e5_multilingual,sem_instrucao,1,0,5894,Estão querendo prender Lula de novo.,True
e5_multilingual,sem_instrucao,0,1,2774,"Não tenha dúvidas, sem capim está sempre a sua disposição 😂😢",True
e5_multilingual,sem_instrucao,1,0,4673,Cada uma viu ninguém merece já chega,True
e5_multilingual,sem_instrucao,1,0,5736,É tem negro defendendo essa barbárie!,True
e5_multilingual,sem_instrucao,1,0,5661,Esses filhos vão acabar com o mandato do pai,True
e5_multilingual,sem_instrucao,1,0,4396,"Que absurdo, não sei como tem gente q assiste esse cara, e ainda acham graça 😔",True
e5_multilingual,sem_instrucao,0,1,977,@alice.lavigne.3388 NOJO! por isso prefiro assistir o fantástico aos fins de domingo. Porque contém informações e conteúdos!,True
e5_multilingual,sem_instrucao,1,0,6021,"A estratégia de Soros é apoiar movimentos de protesto que minam os nacionalismos, colocando acima as reivindicações sociais globais, que desafiam os governos progressistas com um senso de pátria. De pertencer a um território e uma cultura. Malala e Greta fazem parte dessa estratégia, embora a mídia corporativa do mundo esteja focada em saber se a garota escandinava pode retornar de veleiro, mula ou skate para sua escola sueca, para não se contaminar no caminho de volta.",True
e5_multilingual,sem_instrucao,0,1,3303,"Vai arregar pros pastores, Haddad? Vc realmente acha que eles vāo deixar de perseguir a esquerda?",True
e5_multilingual,sem_instrucao,0,1,662,"Sei não hein!? Pertinente, porém vejo um desvio de pensamento arquitetado aí!",True
e5_multilingual,sem_instrucao,1,0,3953,Desfazem tudo que o presidente Bolsonaro faz !!! Que sentido faz ?,True
e5_multilingual,sem_instrucao,0,1,384,"Perguntem quantos votos esse energúmeno teve em Roraima, então poderemos ter compreensão do porque ele sente liberdade para as atrocidades que diz e faz sem pudor.",True
e5_multilingual,sem_instrucao,1,0,5501,Vc poderia ser mais sensata ... E não alimentar ainda mais as coisas... afinal de que lado vc esta ...,True
e5_multilingual,sem_instrucao,1,0,5562,Os filhos do Presidente só criam problemas .... corta a mesada deles ....,True
e5_multilingual,sem_instrucao,1,0,4371,Cadê a Damares e a igreja para proteger as crianças ?,True
e5_multilingual,sem_instrucao,1,0,5887,Boa Fachin,True
e5_multilingual,sem_instrucao,0,1,116,A única coisa que no momento a esquerda faz é rosnar!!,True
e5_multilingual,sem_instrucao,1,0,4229,Lindao arrebenta,True
e5_multilingual,sem_instrucao,1,0,3522,Devia ter tido pena ANTES... bem ANTES 🤬,True
e5_multilingual,sem_instrucao,1,0,3687,"@matthews_salles Que bobagem! O Glen ñ precisa da proteçao de ninguem! O flavinho, sim!",True
e5_multilingual,sem_instrucao,0,1,2838,CAPA DA TIME AGORA VIROU LIXO,True
e5_multilingual,sem_instrucao,1,0,4040,"sem industria, sem soberania. Não adianta nada ""não manufaturar"" se compramos de quem manufatura, e permitimos a destruição da Amazônia.",True
e5_multilingual,sem_instrucao,1,0,6409,Kkkkk Mais afiado que tramontina😂💚💛,True
e5_multilingual,sem_instrucao,0,1,121,Nossa mostre sua compaixão devolvendo o dinheiro que recebeu do MOLUSCO,True
e5_multilingual,sem_instrucao,1,0,6274,Os Robin Hood's do Brasil,True
e5_multilingual,sem_instrucao,1,0,5180,"Esse negócio de mulher NEGRA está por fora. Foi escolhida uma MULHER LINDA do continente africano. Mulher é mulher. Ou ela é diferente das outras por causa da sua cor. É mais sensual, mais carinhosa, mais inteligente...???",True
e5_multilingual,sem_instrucao,0,1,2013,Isso é pouco pra os otário q votou nele.,True
e5_multilingual,sem_instrucao,0,1,661,Parabéns a garotinha do George Sorus. Uma laranjinha sendo usada pelas grandes corporações parabéns a menina usada por sua mãe e as gigantes de seu contrato.,True
e5_multilingual,sem_instrucao,0,1,1814,Ridícula essa briguinha de vocês . Será que daria para crescer e voltar a trabalhar pelo Brasil ???????????,True
e5_multilingual,sem_instrucao,0,1,40,Nojo 🙈🙉🙊sempre assim,True
e5_multilingual,sem_instrucao,0,1,690,"Agora vai ser assim "" votem em quem eu indicar"" pelo amor de Deus para de frescura no toba e deixa o povo votar",True
e5_multilingual,sem_instrucao,0,1,746,😂 Porisso gosto dele pq eu sou afiada igual a ele povo pela saco!,True
e5_multilingual,sem_instrucao,0,1,680,"A grande destruição ambiental no Brasil ocorreu principalmente durante os anos que a europa nos colonizava e hj europeu vem nos dar lição de moral, isso é um grande hipocrisia. Deixando claro que votei em Haddad Nordeste13",True
e5_multilingual,sem_instrucao,0,1,2006,Parabéns aos envolvidos! Faz arminha e grita mito.,True
e5_multilingual,sem_instrucao,0,1,495,Ainda bem que do PT e do Lula Ladrao só falamos a verdade.,True
e5_multilingual,sem_instrucao,1,0,5853,Tem dinheiro... responde em liberdade 😡 lamentável,True
e5_multilingual,sem_instrucao,1,0,3504,A Dilma chilena 🤢🤢🤢🤮🤮,True
e5_multilingual,sem_instrucao,0,1,2840,Tem mtas outras pessoas q realmente merecem destaque!!! menos essa tal de Greta🙄,True
e5_multilingual,sem_instrucao,1,0,5528,"Esses filhos foram criados dessa maneira, falando o que pensam. Esquecem que estão no comando de uma grande nação. Precisam todos eles pensar melhor antes de falar.",True
e5_multilingual,sem_instrucao,0,1,499,FORA CONGRESSO. LIXO,True
e5_multilingual,sem_instrucao,1,0,5447,É o mito dos trabalhador,True
e5_multilingual,sem_instrucao,0,1,2258,Os filhos do nosso Presidente poderiam calar à boca!!!,True
e5_multilingual,sem_instrucao,1,0,4123,Turma do bem !,True
e5_multilingual,sem_instrucao,1,0,4940,"Desculpe, mas acho lamentável e infantil... não espero isso de parlamentares a quem confiei e dei a voz para nos defender.",True
e5_multilingual,sem_instrucao,0,1,3269,"A importância da democracia, das instituições, da Justiça e da @policiafederal @flaviodino e a luta da esquerda @psol50 @ptbrasil @pcdob_oficial e da imprensa e dos movimentos sociais para não deixar impune os mandantes milicianos de direita deste assassinato político contra uma mulher de luta e de esquerda, que lutava pelos pobres, favelados, trabalhadores, povo e democracia! MARIELLE VIVE!",True
e5_multilingual,sem_instrucao,1,0,5637,é preciso pensar 10 X antes de falar para depois ter que pedir desculpas . Certos Bolsonaros deviam aprender isso . um leão nuca pede desculpas ..,True
e5_multilingual,sem_instrucao,1,0,4939,"Noh coisa feia duas deputadas do mesmo partido , com essas brigas sem fundamento.",True
e5_multilingual,sem_instrucao,0,1,3279,"Eu quero mais mulheres na política, mas que não sejam iguais a você.",True
e5_multilingual,sem_instrucao,0,1,1146,Aceitar comentários de Minions é de uma grandeza absoluta... só por isso tem meu voto eternamente,True
e5_multilingual,sem_instrucao,0,1,1857,Desiquilibrio total.,True
e5_multilingual,sem_instrucao,1,0,6844,Dengue precisa e de vacina né de vídeo bonito não cadê as vacina,True
e5_multilingual,sem_instrucao,0,1,1938,"🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Maravilha! Bolsonaro 2022!!!!! Vamos mudar o rumo de nossas vidas pelo trabalho, pela honra, pela honestidade e pela ética. Apoio total ao governo. Vamos defender nosso país da quadrilha comunista.",True
e5_multilingual,sem_instrucao,1,0,3993,"Eu nao quero ser presidente, eu que ser DEPUTADO OU SENADOR...",True
e5_multilingual,sem_instrucao,0,1,2676,Só foi eleita porque apoiou o Bolsonaro. Vai caçar o que fazer!!!,True
e5_multilingual,sem_instrucao,0,1,160,Ou quando o Brasil estava sendo saqueado pelo PT? ?,True
e5_multilingual,sem_instrucao,0,1,2750,Estamos vendo que 💩 é a TIME afinal só olhar o dono. E como boa puxa saco de editor acha justo...precisa conhecer @boyanslat e entender o que é relevância de PERSONALIDADE EM MEIO AMBIENTE MUNDIAL!,True
e5_multilingual,sem_instrucao,0,1,3444,@crisflorais orgulho de levar no rabicó ne,True
e5_multilingual,sem_instrucao,1,0,4550,Deus é contigo @damaresalvesoficial1 . Isso é o cúmulo do absurdo,True
e5_multilingual,sem_instrucao,0,1,1706,Esse aí nao vale nada,True
e5_multilingual,instrucao_manual,1,0,5540,So tem petistas aqui agora kkk,True
e5_multilingual,instrucao_manual,1,0,4274,"DEPUTADO NAO E O GABINETE do ÓDIO , MAS SIM DE UMA GRANDE JORNALISTA CANAL da LEDA NAGLE ! ENTREVISTA . PARABÉNS ! 👏👏👏👏👏💛👏👏🇧🇷👮‍♂️🇧🇷💚👮‍♂️💛👍👍👍👍🤝👮‍♂️🇧🇷👏👏VAMOS ASSISTIR ! TODOS ! 😂😂😂😂😂❤️😂😂😂😂😂😂😂👮‍♂️😂😂😂🇧🇷NÃO PERCAM !",True
e5_multilingual,instrucao_manual,1,0,4855,Eternas SAUDDADS,True
e5_multilingual,instrucao_manual,0,1,2452,Que seja condenado,True
e5_multilingual,instrucao_manual,0,1,1381,Abatam esse verme!,True
e5_multilingual,instrucao_manual,0,1,1482,Esse 💩tem que provar é a sua inocência (não tem como provar) e não atacar o Moro.,True
e5_multilingual,instrucao_manual,0,1,235,Ah tá com pena? Devolve o dinheiro do 🇧🇷,True
e5_multilingual,instrucao_manual,1,0,5470,Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,True
e5_multilingual,instrucao_manual,1,0,3838,Como um presidente faz esse tipo de comentário? Depreciando um estado 🤦🏼‍♀️,True
e5_multilingual,instrucao_manual,0,1,452,Que dia é o impeachment desse senhor mesmo? Já deu 💩💩💩💩💩💩💩💩💩💩💩💩💩💩,True
e5_multilingual,instrucao_manual,1,0,3901,Tem que rir para não chorar...😢😂,True
e5_multilingual,instrucao_manual,0,1,3474,Ainda tem gente que apoia esse verme,True
e5_multilingual,instrucao_manual,0,1,906,"Ai5 é meus ovos , entrevista de qualidade de gente sem cérebro🍊🍊🍊🍊🍊🍊🍊🍊",True
e5_multilingual,instrucao_manual,0,1,2456,"Não aguento mais . Pelo amor de Deus , nesse País os poros dessas pessoas que respira Lula Credo! Chou coisa ruim . Oremos para vê se pensam em coisa sadia 🙏🙏",True
e5_multilingual,instrucao_manual,1,0,6561,"O AMAZONAS AGONIZA MAIS UMA VEZ, AGORA É QUALIDADE PÉSSIMA DE AR RELACIONADA A FUMAÇA CONSEQUÊNCIA DAS QUEIMADAS PROMOVIDA PELA AÇÃO HUMANA. Os humanos destruindo nosso meio ambiente, os animais que lá habitam e nos sufocando com essa fumaça insuportável",True
e5_multilingual,instrucao_manual,1,0,5056,"Deixa ver se entendi...se 1/4 está pessimista, 1/4 está neutro como pode a maioria estar otimista? Ora se somarmos pessimistas mais neutros há um empate. Não?kkkkk tá foda em Dudu.",True
e5_multilingual,instrucao_manual,1,0,6340,E A SOLIDARIEDADE COM A NORA DO LULA????,True
e5_multilingual,instrucao_manual,1,0,5208,"Mais uma terráquea vence o Miss Universo, parabéns!!!",True
e5_multilingual,instrucao_manual,0,1,2425,Pra todos nós que Samos milhões de negros nessi país incruindo eu esse miZeravel tem que ser punido pela lei isso e inaceitável🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,True
e5_multilingual,instrucao_manual,1,0,4397,É isto uma pessoa de bem???,True
e5_multilingual,instrucao_manual,0,1,2470,VAI VOLTAR PRA JAULA,True
e5_multilingual,instrucao_manual,1,0,3858,"Patriotismo a parte..."".los Hermanos"" sempre tiveram mais cultura.. desta vez foi só mais uma demonstração",True
e5_multilingual,instrucao_manual,1,0,4641,"Que absurdo contra essa mulher,ministra ou nao.",True
e5_multilingual,instrucao_manual,0,1,245,Ninguém está preocupado com a pena dela. É melhor ela cuidadar do pais dela .,True
e5_multilingual,instrucao_manual,1,0,3765,Haddad era pra ser nosso presidente.nossa Amazonia nao.estaria .morrendo mas um louco faze.o.que🙏😍😍❤❤,True
e5_multilingual,instrucao_manual,0,1,1495,Esse calhorda nunca mais terá a força que nosso Brasil tem hoje 👏🏻👏🏻👏🏻👏🏻,True
e5_multilingual,instrucao_manual,1,0,4901,Haudad até hoje a ficha não caiu 😓😓😢,True
e5_multilingual,instrucao_manual,1,0,6301,É a existência do foro privilegiado que dá esse poder aos 11 ministros do STF.,True
e5_multilingual,instrucao_manual,0,1,1525,Já estou levantado capeta,True
e5_multilingual,instrucao_manual,0,1,2093,"Filho da p........ volta Lula, só vc pra consertar tudo isso....",True
e5_multilingual,instrucao_manual,1,0,5754,Benedita não se altere porque esse ato cometido foi por gente que tem alma escura !,True
e5_multilingual,instrucao_manual,0,1,1816,#DEPUTADADECEPÇÃOTRAÍRA,True
e5_multilingual,instrucao_manual,1,0,4492,Dupla imbatível nas argumentações inteligentes contra esse governo desgovernado que estamos pagando....aff,True
e5_multilingual,instrucao_manual,1,0,5812,Tem que abrir processo disciplinar por quebra de decoro na forma do regimento. Pelo vandalismo e pelo ato de racismo.,True
e5_multilingual,instrucao_manual,1,0,6543,"@cheoheck mídia direitista brasileira? Isso existe? Tem anos que procuro uma e ainda não achei.. Se tiver pra indicar, eu agradeço..",True
e5_multilingual,instrucao_manual,1,0,4751,Triste realidade do brasil,True
e5_multilingual,instrucao_manual,0,1,2367,Pior é que tem negros que votam nessa gente! O Brasil precisa acordar!!!,True
e5_multilingual,instrucao_manual,1,0,5035,"PARABÉNS PARA O JORNALISMO SERIO, PARAB3NS AL3XANDRE GARCIA!! !PARABÉNS BRASIL!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷👏🇧🇷👏👏🇧🇷👏🇧🇷🤲🇧🇷🤲🇧🇷🤲🇧🇷🔰🌻🌷🌻🌷🌻👍👍🇧🇷👏🇧🇷👏🇧🇷👏🇧🇷",True
e5_multilingual,instrucao_manual,0,1,356,E um viva à esquerdalha!!!!!!,True
e5_multilingual,instrucao_manual,0,1,428,"Certeza q a esquerda eh doente. Apoio a maduro, Cristina. Só pode ser doença",True
e5_multilingual,instrucao_manual,1,0,4420,2 pessoas super inteligentes...,True
e5_multilingual,instrucao_manual,0,1,649,"Para que tanta inveja Muié, o povo tem que manifestar mesmo para provar que Bolsonaro é mais amado que o *L* o persona non grata, aceita que dói menos tá?",True
e5_multilingual,instrucao_manual,1,0,4292,@bolsonarosp não perco por nada! 🔥,True
e5_multilingual,instrucao_manual,0,1,1740,"E o PSL como sempre, envolvido das atrocidades .",True
e5_multilingual,instrucao_manual,0,1,632,Até quando o STF vai trabalhar contra o país?,True
e5_multilingual,instrucao_manual,1,0,3919,Lei da mordaça,True
e5_multilingual,instrucao_manual,1,0,4619,"Que absurdo fizeram com ela,o Brasil precisa de você,e está fazendo um ótimo trabalho,indo atrás de pedófilos que estupram até bebês.",True
e5_multilingual,instrucao_manual,0,1,3313,"A Gente Sabe, Quem Realmente Deu O Golpe Seu verme",True
e5_multilingual,instrucao_manual,0,1,2063,"Rebentado a gente, foi para isso que colocamos vc aí, vai acaba com nós pobres.",True
e5_multilingual,instrucao_manual,1,0,6019,Quando era amiguinha do presidente não fazia essas coisas.,True
e5_multilingual,instrucao_manual,0,1,1477,Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,True
e5_multilingual,instrucao_manual,1,0,4361,Cadê a Damaris que não se posiciona? 😂😂😂😂😂,True
e5_multilingual,instrucao_manual,0,1,2601,Vc e a Greta: duas oportunistas,True
e5_multilingual,instrucao_manual,0,1,851,"Parabéns, ex presidente inelegível. Quem sabe no seu próximo aniversário vai comemorar na Papuda. 😂😂😂",True
e5_multilingual,instrucao_manual,0,1,420,Fora bozzolino! Christina vamos a volver✌✌✌,True
e5_multilingual,instrucao_manual,0,1,135,Ta com pena? Devolve a propina,True
e5_multilingual,instrucao_manual,1,0,4532,Isso é um tipo de violência contra a MULHER MINISTRA DAMARES. Tem q ser tomada uma providência.,True
e5_multilingual,instrucao_manual,1,0,6232,@_rodrigobrazz Então como é curioso veio comentar kkkkkkk ajuda aí Zé 😂😂😂😂😂😂😂,True
e5_multilingual,instrucao_manual,0,1,3236,@ed.biel vdd pq são uns vendidos,True
e5_multilingual,instrucao_manual,1,0,4025,Cuidado para não comprarmos pautas colonizadas com patrocínios por trás!,True
e5_multilingual,instrucao_manual,1,0,5934,Afinal o sítio não é dele kkkkkkkkkkkkk,True
e5_multilingual,instrucao_manual,0,1,1963,"Ainda bem que não foi no SBT, com certeza , lá, o resultado seria alterado pelo dono.",True
e5_multilingual,instrucao_manual,1,0,5666,"Verdade , é tudo que os inimigos querem",True
e5_multilingual,instrucao_manual,1,0,3756,Vai mostra as provas que é inocente 👏👏👏😆😆😆😆😆😆😆,True
e5_multilingual,instrucao_manual,1,0,5762,Um desgaste muito grande para o congresso nacional tem que ser punido severamente.,True
e5_multilingual,instrucao_manual,0,1,305,"@ronaldosnascimento1_ Mas tu é baixo nível, né cara? Dá dó!",True
e5_multilingual,instrucao_manual,1,0,3836,"Eu quero ver se o Tramp perder, vai ser melhor ainda.",True
e5_multilingual,instrucao_manual,1,0,6842,"Na verdade, a maior mensagem que eu tirei da propaganda foi 'tenha cachorros em casa pra espantar a dengue'",True
e5_multilingual,instrucao_manual,0,1,3334,@mariamenezes3258 nem vc acredita nestas bobagens,True
e5_multilingual,instrucao_manual,0,1,2584,"Claro, e criança adolescente, mas tem postura de bruxa",True
e5_multilingual,instrucao_manual,0,1,1994,Desgraça que foi escolhida pelo povo para atrazar suas vidas,True
e5_multilingual,instrucao_manual,0,1,496,"Perde não, Carla. As notícias verdadeiras é que são válidas mesmo. Quem corre risco maior é a esquerda, que inventou muito na eleição.",True
e5_multilingual,instrucao_manual,0,1,206,"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",True
e5_multilingual,instrucao_manual,1,0,6566,"@grazi_diphylleia acabei de ler na imprensa. De fato, a situação é grave e eu não queria estar na ele de Manaus e entorno agora. Meu Deus 😱",True
e5_multilingual,instrucao_manual,1,0,5469,"Qualquer coisa que alguém da direita disser será desvirtuado para ser usado pela esquerda pra atacar. Ele citou um exemplo histórico que nós não queremos de volta mas pra isso o Brasil tem que se preparar, coisa que não fez na década de 60.🇧🇷",True
e5_multilingual,instrucao_manual,0,1,2295,"Realmente , seria mais sensato que os filhos do Presidente permanecessem calados!!! 👍",True
e5_multilingual,instrucao_manual,1,0,5973,Nem era pra ter sido preso! #LulaInocente ❤️🇧🇷💚,True
e5_multilingual,instrucao_manual,1,0,6906,Muita boa pessoa Carla Zambele,True
e5_multilingual,instrucao_manual,0,1,3210,Tomar o diploma dele,True
e5_multilingual,instrucao_manual,0,1,2320,"Se arrependimento matasse, eu e todos meus amigos e familiares a quem incentivei que votassem em vc estaríamos mortos!! 🤮",True
e5_multilingual,instrucao_manual,0,1,3276,"O grupo é grande, com certeza tem mais políticos no meio.",True
e5_multilingual,instrucao_manual,0,1,3237,"O tombo vai ser grande, eu vou aplaudir de pé.",True
e5_multilingual,instrucao_manual,0,1,3146,Kkkkk bem afrontoso👏👏👏👏👏👏🙌,True
e5_multilingual,instrucao_manual,0,1,1473,Isss aí @bolsonarosp 👏👏👏👏(Carniça humana!!!!! Lula)!!!!!,True
e5_multilingual,instrucao_manual,1,0,5391,Deveria recolher impostos em quem votou nele !,True
e5_multilingual,instrucao_manual,0,1,994,E essas mulheres rindo????? Credo,True
e5_multilingual,instrucao_manual,0,1,597,Deputada! Temos que ir pra cima dessa corja.,True
e5_multilingual,instrucao_manual,1,0,3900,A Europa prática o capitalismo. O governo não precisa ser de direita para praticar tal,True
